Date_Key,Date,Year,Month,Month_Num,Day
20180405,4/5/2018,2018,Apr,4,5
20180406,4/6/2018,2018,Apr,4,6
20180407,4/7/2018,2018,Apr,4,7
20180408,4/8/2018,2018,Apr,4,8
20180409,4/9/2018,2018,Apr,4,9
20180410,4/10/2018,2018,Apr,4,10
20180411,4/11/2018,2018,Apr,4,11
20180412,4/12/2018,2018,Apr,4,12
20180413,4/13/2018,2018,Apr,4,13
20180414,4/14/2018,2018,Apr,4,14
20180415,4/15/2018,2018,Apr,4,15
20180416,4/16/2018,2018,Apr,4,16
20180417,4/17/2018,2018,Apr,4,17
20180418,4/18/2018,2018,Apr,4,18
20180419,4/19/2018,2018,Apr,4,19
20180420,4/20/2018,2018,Apr,4,20
20180421,4/21/2018,2018,Apr,4,21
20180422,4/22/2018,2018,Apr,4,22
20180423,4/23/2018,2018,Apr,4,23
20180424,4/24/2018,2018,Apr,4,24
20180425,4/25/2018,2018,Apr,4,25
20180426,4/26/2018,2018,Apr,4,26
20180427,4/27/2018,2018,Apr,4,27
20180428,4/28/2018,2018,Apr,4,28
20180429,4/29/2018,2018,Apr,4,29
20180430,4/30/2018,2018,Apr,4,30
20180501,5/1/2018,2018,May,5,1
20180502,5/2/2018,2018,May,5,2
20180503,5/3/2018,2018,May,5,3
20180504,5/4/2018,2018,May,5,4
20180505,5/5/2018,2018,May,5,5
20180506,5/6/2018,2018,May,5,6
20180507,5/7/2018,2018,May,5,7
20180508,5/8/2018,2018,May,5,8
20180509,5/9/2018,2018,May,5,9
20180510,5/10/2018,2018,May,5,10
20180511,5/11/2018,2018,May,5,11
20180512,5/12/2018,2018,May,5,12
20180513,5/13/2018,2018,May,5,13
20180514,5/14/2018,2018,May,5,14
20180515,5/15/2018,2018,May,5,15
20180516,5/16/2018,2018,May,5,16
20180517,5/17/2018,2018,May,5,17
20180518,5/18/2018,2018,May,5,18
20180519,5/19/2018,2018,May,5,19
20180520,5/20/2018,2018,May,5,20
20180521,5/21/2018,2018,May,5,21
20180522,5/22/2018,2018,May,5,22
20180523,5/23/2018,2018,May,5,23
20180524,5/24/2018,2018,May,5,24
20180525,5/25/2018,2018,May,5,25
20180526,5/26/2018,2018,May,5,26
20180527,5/27/2018,2018,May,5,27
20180528,5/28/2018,2018,May,5,28
20180529,5/29/2018,2018,May,5,29
20180530,5/30/2018,2018,May,5,30
20180531,5/31/2018,2018,May,5,31
20180601,6/1/2018,2018,Jun,6,1
20180602,6/2/2018,2018,Jun,6,2
20180603,6/3/2018,2018,Jun,6,3
20180604,6/4/2018,2018,Jun,6,4
20180605,6/5/2018,2018,Jun,6,5
20180606,6/6/2018,2018,Jun,6,6
20180607,6/7/2018,2018,Jun,6,7
20180608,6/8/2018,2018,Jun,6,8
20180609,6/9/2018,2018,Jun,6,9
20180610,6/10/2018,2018,Jun,6,10
20180611,6/11/2018,2018,Jun,6,11
20180612,6/12/2018,2018,Jun,6,12
20180613,6/13/2018,2018,Jun,6,13
20180614,6/14/2018,2018,Jun,6,14
20180615,6/15/2018,2018,Jun,6,15
20180616,6/16/2018,2018,Jun,6,16
20180617,6/17/2018,2018,Jun,6,17
20180618,6/18/2018,2018,Jun,6,18
20180619,6/19/2018,2018,Jun,6,19
20180620,6/20/2018,2018,Jun,6,20
20180621,6/21/2018,2018,Jun,6,21
20180622,6/22/2018,2018,Jun,6,22
20180623,6/23/2018,2018,Jun,6,23
20180624,6/24/2018,2018,Jun,6,24
20180625,6/25/2018,2018,Jun,6,25
20180626,6/26/2018,2018,Jun,6,26
20180627,6/27/2018,2018,Jun,6,27
20180628,6/28/2018,2018,Jun,6,28
20180629,6/29/2018,2018,Jun,6,29
20180630,6/30/2018,2018,Jun,6,30
20180701,7/1/2018,2018,Jul,7,1
20180702,7/2/2018,2018,Jul,7,2
20180703,7/3/2018,2018,Jul,7,3
20180704,7/4/2018,2018,Jul,7,4
20180705,7/5/2018,2018,Jul,7,5
20180706,7/6/2018,2018,Jul,7,6
20180707,7/7/2018,2018,Jul,7,7
20180708,7/8/2018,2018,Jul,7,8
20180709,7/9/2018,2018,Jul,7,9
20180710,7/10/2018,2018,Jul,7,10
20180711,7/11/2018,2018,Jul,7,11
20180712,7/12/2018,2018,Jul,7,12
20180713,7/13/2018,2018,Jul,7,13
20180714,7/14/2018,2018,Jul,7,14
20180715,7/15/2018,2018,Jul,7,15
20180716,7/16/2018,2018,Jul,7,16
20180717,7/17/2018,2018,Jul,7,17
20180718,7/18/2018,2018,Jul,7,18
20180719,7/19/2018,2018,Jul,7,19
20180720,7/20/2018,2018,Jul,7,20
20180721,7/21/2018,2018,Jul,7,21
20180722,7/22/2018,2018,Jul,7,22
20180723,7/23/2018,2018,Jul,7,23
20180724,7/24/2018,2018,Jul,7,24
20180725,7/25/2018,2018,Jul,7,25
20180726,7/26/2018,2018,Jul,7,26
20180727,7/27/2018,2018,Jul,7,27
20180728,7/28/2018,2018,Jul,7,28
20180729,7/29/2018,2018,Jul,7,29
20180730,7/30/2018,2018,Jul,7,30
20180731,7/31/2018,2018,Jul,7,31
20180801,8/1/2018,2018,Aug,8,1
20180802,8/2/2018,2018,Aug,8,2
20180803,8/3/2018,2018,Aug,8,3
20180804,8/4/2018,2018,Aug,8,4
20180805,8/5/2018,2018,Aug,8,5
20180806,8/6/2018,2018,Aug,8,6
20180807,8/7/2018,2018,Aug,8,7
20180808,8/8/2018,2018,Aug,8,8
20180809,8/9/2018,2018,Aug,8,9
20180810,8/10/2018,2018,Aug,8,10
20180811,8/11/2018,2018,Aug,8,11
20180812,8/12/2018,2018,Aug,8,12
20180813,8/13/2018,2018,Aug,8,13
20180814,8/14/2018,2018,Aug,8,14
20180815,8/15/2018,2018,Aug,8,15
20180816,8/16/2018,2018,Aug,8,16
20180817,8/17/2018,2018,Aug,8,17
20180818,8/18/2018,2018,Aug,8,18
20180819,8/19/2018,2018,Aug,8,19
20180820,8/20/2018,2018,Aug,8,20
20180821,8/21/2018,2018,Aug,8,21
20180822,8/22/2018,2018,Aug,8,22
20180823,8/23/2018,2018,Aug,8,23
20180824,8/24/2018,2018,Aug,8,24
20180825,8/25/2018,2018,Aug,8,25
20180826,8/26/2018,2018,Aug,8,26
20180827,8/27/2018,2018,Aug,8,27
20180828,8/28/2018,2018,Aug,8,28
20180829,8/29/2018,2018,Aug,8,29
20180830,8/30/2018,2018,Aug,8,30
20180831,8/31/2018,2018,Aug,8,31
20180901,9/1/2018,2018,Sep,9,1
20180902,9/2/2018,2018,Sep,9,2
20180903,9/3/2018,2018,Sep,9,3
20180904,9/4/2018,2018,Sep,9,4
20180905,9/5/2018,2018,Sep,9,5
20180906,9/6/2018,2018,Sep,9,6
20180907,9/7/2018,2018,Sep,9,7
20180908,9/8/2018,2018,Sep,9,8
20180909,9/9/2018,2018,Sep,9,9
20180910,9/10/2018,2018,Sep,9,10
20180911,9/11/2018,2018,Sep,9,11
20180912,9/12/2018,2018,Sep,9,12
20180913,9/13/2018,2018,Sep,9,13
20180914,9/14/2018,2018,Sep,9,14
20180915,9/15/2018,2018,Sep,9,15
20180916,9/16/2018,2018,Sep,9,16
20180917,9/17/2018,2018,Sep,9,17
20180918,9/18/2018,2018,Sep,9,18
20180919,9/19/2018,2018,Sep,9,19
20180920,9/20/2018,2018,Sep,9,20
20180921,9/21/2018,2018,Sep,9,21
20180922,9/22/2018,2018,Sep,9,22
20180923,9/23/2018,2018,Sep,9,23
20180924,9/24/2018,2018,Sep,9,24
20180925,9/25/2018,2018,Sep,9,25
20180926,9/26/2018,2018,Sep,9,26
20180927,9/27/2018,2018,Sep,9,27
20180928,9/28/2018,2018,Sep,9,28
20180929,9/29/2018,2018,Sep,9,29
20180930,9/30/2018,2018,Sep,9,30
20181001,10/1/2018,2018,Oct,10,1
20181002,10/2/2018,2018,Oct,10,2
20181003,10/3/2018,2018,Oct,10,3
20181004,10/4/2018,2018,Oct,10,4
20181005,10/5/2018,2018,Oct,10,5
20181006,10/6/2018,2018,Oct,10,6
20181007,10/7/2018,2018,Oct,10,7
20181008,10/8/2018,2018,Oct,10,8
20181009,10/9/2018,2018,Oct,10,9
20181010,10/10/2018,2018,Oct,10,10
20181011,10/11/2018,2018,Oct,10,11
20181012,10/12/2018,2018,Oct,10,12
20181013,10/13/2018,2018,Oct,10,13
20181014,10/14/2018,2018,Oct,10,14
20181015,10/15/2018,2018,Oct,10,15
20181016,10/16/2018,2018,Oct,10,16
20181017,10/17/2018,2018,Oct,10,17
20181018,10/18/2018,2018,Oct,10,18
20181019,10/19/2018,2018,Oct,10,19
20181020,10/20/2018,2018,Oct,10,20
20181021,10/21/2018,2018,Oct,10,21
20181022,10/22/2018,2018,Oct,10,22
20181023,10/23/2018,2018,Oct,10,23
20181024,10/24/2018,2018,Oct,10,24
20181025,10/25/2018,2018,Oct,10,25
20181026,10/26/2018,2018,Oct,10,26
20181027,10/27/2018,2018,Oct,10,27
20181028,10/28/2018,2018,Oct,10,28
20181029,10/29/2018,2018,Oct,10,29
20181030,10/30/2018,2018,Oct,10,30
20181031,10/31/2018,2018,Oct,10,31
20181101,11/1/2018,2018,Nov,11,1
20181102,11/2/2018,2018,Nov,11,2
20181103,11/3/2018,2018,Nov,11,3
20181104,11/4/2018,2018,Nov,11,4
20181105,11/5/2018,2018,Nov,11,5
20181106,11/6/2018,2018,Nov,11,6
20181107,11/7/2018,2018,Nov,11,7
20181108,11/8/2018,2018,Nov,11,8
20181109,11/9/2018,2018,Nov,11,9
20181110,11/10/2018,2018,Nov,11,10
20181111,11/11/2018,2018,Nov,11,11
20181112,11/12/2018,2018,Nov,11,12
20181113,11/13/2018,2018,Nov,11,13
20181114,11/14/2018,2018,Nov,11,14
20181115,11/15/2018,2018,Nov,11,15
20181116,11/16/2018,2018,Nov,11,16
20181117,11/17/2018,2018,Nov,11,17
20181118,11/18/2018,2018,Nov,11,18
20181119,11/19/2018,2018,Nov,11,19
20181120,11/20/2018,2018,Nov,11,20
20181121,11/21/2018,2018,Nov,11,21
20181122,11/22/2018,2018,Nov,11,22
20181123,11/23/2018,2018,Nov,11,23
20181124,11/24/2018,2018,Nov,11,24
20181125,11/25/2018,2018,Nov,11,25
20181126,11/26/2018,2018,Nov,11,26
20181127,11/27/2018,2018,Nov,11,27
20181128,11/28/2018,2018,Nov,11,28
20181129,11/29/2018,2018,Nov,11,29
20181130,11/30/2018,2018,Nov,11,30
20181201,12/1/2018,2018,Dec,12,1
20181202,12/2/2018,2018,Dec,12,2
20181203,12/3/2018,2018,Dec,12,3
20181204,12/4/2018,2018,Dec,12,4
20181205,12/5/2018,2018,Dec,12,5
20181206,12/6/2018,2018,Dec,12,6
20181207,12/7/2018,2018,Dec,12,7
20181208,12/8/2018,2018,Dec,12,8
20181209,12/9/2018,2018,Dec,12,9
20181210,12/10/2018,2018,Dec,12,10
20181211,12/11/2018,2018,Dec,12,11
20181212,12/12/2018,2018,Dec,12,12
20181213,12/13/2018,2018,Dec,12,13
20181214,12/14/2018,2018,Dec,12,14
20181215,12/15/2018,2018,Dec,12,15
20181216,12/16/2018,2018,Dec,12,16
20181217,12/17/2018,2018,Dec,12,17
20181218,12/18/2018,2018,Dec,12,18
20181219,12/19/2018,2018,Dec,12,19
20181220,12/20/2018,2018,Dec,12,20
20181221,12/21/2018,2018,Dec,12,21
20181222,12/22/2018,2018,Dec,12,22
20181223,12/23/2018,2018,Dec,12,23
20181224,12/24/2018,2018,Dec,12,24
20181225,12/25/2018,2018,Dec,12,25
20181226,12/26/2018,2018,Dec,12,26
20181227,12/27/2018,2018,Dec,12,27
20181228,12/28/2018,2018,Dec,12,28
20181229,12/29/2018,2018,Dec,12,29
20181230,12/30/2018,2018,Dec,12,30
20181231,12/31/2018,2018,Dec,12,31
20190101,1/1/2019,2019,Jan,1,1
20190102,1/2/2019,2019,Jan,1,2
20190103,1/3/2019,2019,Jan,1,3
20190104,1/4/2019,2019,Jan,1,4
20190105,1/5/2019,2019,Jan,1,5
20190106,1/6/2019,2019,Jan,1,6
20190107,1/7/2019,2019,Jan,1,7
20190108,1/8/2019,2019,Jan,1,8
20190109,1/9/2019,2019,Jan,1,9
20190110,1/10/2019,2019,Jan,1,10
20190111,1/11/2019,2019,Jan,1,11
20190112,1/12/2019,2019,Jan,1,12
20190113,1/13/2019,2019,Jan,1,13
20190114,1/14/2019,2019,Jan,1,14
20190115,1/15/2019,2019,Jan,1,15
20190116,1/16/2019,2019,Jan,1,16
20190117,1/17/2019,2019,Jan,1,17
20190118,1/18/2019,2019,Jan,1,18
20190119,1/19/2019,2019,Jan,1,19
20190120,1/20/2019,2019,Jan,1,20
20190121,1/21/2019,2019,Jan,1,21
20190122,1/22/2019,2019,Jan,1,22
20190123,1/23/2019,2019,Jan,1,23
20190124,1/24/2019,2019,Jan,1,24
20190125,1/25/2019,2019,Jan,1,25
20190126,1/26/2019,2019,Jan,1,26
20190127,1/27/2019,2019,Jan,1,27
20190128,1/28/2019,2019,Jan,1,28
20190129,1/29/2019,2019,Jan,1,29
20190130,1/30/2019,2019,Jan,1,30
20190131,1/31/2019,2019,Jan,1,31
20190201,2/1/2019,2019,Feb,2,1
20190202,2/2/2019,2019,Feb,2,2
20190203,2/3/2019,2019,Feb,2,3
20190204,2/4/2019,2019,Feb,2,4
20190205,2/5/2019,2019,Feb,2,5
20190206,2/6/2019,2019,Feb,2,6
20190207,2/7/2019,2019,Feb,2,7
20190208,2/8/2019,2019,Feb,2,8
20190209,2/9/2019,2019,Feb,2,9
20190210,2/10/2019,2019,Feb,2,10
20190211,2/11/2019,2019,Feb,2,11
20190212,2/12/2019,2019,Feb,2,12
20190213,2/13/2019,2019,Feb,2,13
20190214,2/14/2019,2019,Feb,2,14
20190215,2/15/2019,2019,Feb,2,15
20190216,2/16/2019,2019,Feb,2,16
20190217,2/17/2019,2019,Feb,2,17
20190218,2/18/2019,2019,Feb,2,18
20190219,2/19/2019,2019,Feb,2,19
20190220,2/20/2019,2019,Feb,2,20
20190221,2/21/2019,2019,Feb,2,21
20190222,2/22/2019,2019,Feb,2,22
20190223,2/23/2019,2019,Feb,2,23
20190224,2/24/2019,2019,Feb,2,24
20190225,2/25/2019,2019,Feb,2,25
20190226,2/26/2019,2019,Feb,2,26
20190227,2/27/2019,2019,Feb,2,27
20190228,2/28/2019,2019,Feb,2,28
20190301,3/1/2019,2019,Mar,3,1
20190302,3/2/2019,2019,Mar,3,2
20190303,3/3/2019,2019,Mar,3,3
20190304,3/4/2019,2019,Mar,3,4
20190305,3/5/2019,2019,Mar,3,5
20190306,3/6/2019,2019,Mar,3,6
20190307,3/7/2019,2019,Mar,3,7
20190308,3/8/2019,2019,Mar,3,8
20190309,3/9/2019,2019,Mar,3,9
20190310,3/10/2019,2019,Mar,3,10
20190311,3/11/2019,2019,Mar,3,11
20190312,3/12/2019,2019,Mar,3,12
20190313,3/13/2019,2019,Mar,3,13
20190314,3/14/2019,2019,Mar,3,14
20190315,3/15/2019,2019,Mar,3,15
20190316,3/16/2019,2019,Mar,3,16
20190317,3/17/2019,2019,Mar,3,17
20190318,3/18/2019,2019,Mar,3,18
20190319,3/19/2019,2019,Mar,3,19
20190320,3/20/2019,2019,Mar,3,20
20190321,3/21/2019,2019,Mar,3,21
20190322,3/22/2019,2019,Mar,3,22
20190323,3/23/2019,2019,Mar,3,23
20190324,3/24/2019,2019,Mar,3,24
20190325,3/25/2019,2019,Mar,3,25
20190326,3/26/2019,2019,Mar,3,26
20190327,3/27/2019,2019,Mar,3,27
20190328,3/28/2019,2019,Mar,3,28
20190329,3/29/2019,2019,Mar,3,29
20190330,3/30/2019,2019,Mar,3,30
20190331,3/31/2019,2019,Mar,3,31
20190401,4/1/2019,2019,Apr,4,1
20190402,4/2/2019,2019,Apr,4,2
20190403,4/3/2019,2019,Apr,4,3
20190404,4/4/2019,2019,Apr,4,4
20190405,4/5/2019,2019,Apr,4,5
20190406,4/6/2019,2019,Apr,4,6
20190407,4/7/2019,2019,Apr,4,7
20190408,4/8/2019,2019,Apr,4,8
20190409,4/9/2019,2019,Apr,4,9
20190410,4/10/2019,2019,Apr,4,10
20190411,4/11/2019,2019,Apr,4,11
20190412,4/12/2019,2019,Apr,4,12
20190413,4/13/2019,2019,Apr,4,13
20190414,4/14/2019,2019,Apr,4,14
20190415,4/15/2019,2019,Apr,4,15
20190416,4/16/2019,2019,Apr,4,16
20190417,4/17/2019,2019,Apr,4,17
20190418,4/18/2019,2019,Apr,4,18
20190419,4/19/2019,2019,Apr,4,19
20190420,4/20/2019,2019,Apr,4,20
20190421,4/21/2019,2019,Apr,4,21
20190422,4/22/2019,2019,Apr,4,22
20190423,4/23/2019,2019,Apr,4,23
20190424,4/24/2019,2019,Apr,4,24
20190425,4/25/2019,2019,Apr,4,25
20190426,4/26/2019,2019,Apr,4,26
20190427,4/27/2019,2019,Apr,4,27
20190428,4/28/2019,2019,Apr,4,28
20190429,4/29/2019,2019,Apr,4,29
20190430,4/30/2019,2019,Apr,4,30
20190501,5/1/2019,2019,May,5,1
20190502,5/2/2019,2019,May,5,2
20190503,5/3/2019,2019,May,5,3
20190504,5/4/2019,2019,May,5,4
20190505,5/5/2019,2019,May,5,5
20190506,5/6/2019,2019,May,5,6
20190507,5/7/2019,2019,May,5,7
20190508,5/8/2019,2019,May,5,8
20190509,5/9/2019,2019,May,5,9
20190510,5/10/2019,2019,May,5,10
20190511,5/11/2019,2019,May,5,11
20190512,5/12/2019,2019,May,5,12
20190513,5/13/2019,2019,May,5,13
20190514,5/14/2019,2019,May,5,14
20190515,5/15/2019,2019,May,5,15
20190516,5/16/2019,2019,May,5,16
20190517,5/17/2019,2019,May,5,17
20190518,5/18/2019,2019,May,5,18
20190519,5/19/2019,2019,May,5,19
20190520,5/20/2019,2019,May,5,20
20190521,5/21/2019,2019,May,5,21
20190522,5/22/2019,2019,May,5,22
20190523,5/23/2019,2019,May,5,23
20190524,5/24/2019,2019,May,5,24
20190525,5/25/2019,2019,May,5,25
20190526,5/26/2019,2019,May,5,26
20190527,5/27/2019,2019,May,5,27
20190528,5/28/2019,2019,May,5,28
20190529,5/29/2019,2019,May,5,29
20190530,5/30/2019,2019,May,5,30
20190531,5/31/2019,2019,May,5,31
20190601,6/1/2019,2019,Jun,6,1
20190602,6/2/2019,2019,Jun,6,2
20190603,6/3/2019,2019,Jun,6,3
20190604,6/4/2019,2019,Jun,6,4
20190605,6/5/2019,2019,Jun,6,5
20190606,6/6/2019,2019,Jun,6,6
20190607,6/7/2019,2019,Jun,6,7
20190608,6/8/2019,2019,Jun,6,8
20190609,6/9/2019,2019,Jun,6,9
20190610,6/10/2019,2019,Jun,6,10
20190611,6/11/2019,2019,Jun,6,11
20190612,6/12/2019,2019,Jun,6,12
20190613,6/13/2019,2019,Jun,6,13
20190614,6/14/2019,2019,Jun,6,14
20190615,6/15/2019,2019,Jun,6,15
20190616,6/16/2019,2019,Jun,6,16
20190617,6/17/2019,2019,Jun,6,17
20190618,6/18/2019,2019,Jun,6,18
20190619,6/19/2019,2019,Jun,6,19
20190620,6/20/2019,2019,Jun,6,20
20190621,6/21/2019,2019,Jun,6,21
20190622,6/22/2019,2019,Jun,6,22
20190623,6/23/2019,2019,Jun,6,23
20190624,6/24/2019,2019,Jun,6,24
20190625,6/25/2019,2019,Jun,6,25
20190626,6/26/2019,2019,Jun,6,26
20190627,6/27/2019,2019,Jun,6,27
20190628,6/28/2019,2019,Jun,6,28
20190629,6/29/2019,2019,Jun,6,29
20190630,6/30/2019,2019,Jun,6,30
20190701,7/1/2019,2019,Jul,7,1
20190702,7/2/2019,2019,Jul,7,2
20190703,7/3/2019,2019,Jul,7,3
20190704,7/4/2019,2019,Jul,7,4
20190705,7/5/2019,2019,Jul,7,5
20190706,7/6/2019,2019,Jul,7,6
20190707,7/7/2019,2019,Jul,7,7
20190708,7/8/2019,2019,Jul,7,8
20190709,7/9/2019,2019,Jul,7,9
20190710,7/10/2019,2019,Jul,7,10
20190711,7/11/2019,2019,Jul,7,11
20190712,7/12/2019,2019,Jul,7,12
20190713,7/13/2019,2019,Jul,7,13
20190714,7/14/2019,2019,Jul,7,14
20190715,7/15/2019,2019,Jul,7,15
20190716,7/16/2019,2019,Jul,7,16
20190717,7/17/2019,2019,Jul,7,17
20190718,7/18/2019,2019,Jul,7,18
20190719,7/19/2019,2019,Jul,7,19
20190720,7/20/2019,2019,Jul,7,20
20190721,7/21/2019,2019,Jul,7,21
20190722,7/22/2019,2019,Jul,7,22
20190723,7/23/2019,2019,Jul,7,23
20190724,7/24/2019,2019,Jul,7,24
20190725,7/25/2019,2019,Jul,7,25
20190726,7/26/2019,2019,Jul,7,26
20190727,7/27/2019,2019,Jul,7,27
20190728,7/28/2019,2019,Jul,7,28
20190729,7/29/2019,2019,Jul,7,29
20190730,7/30/2019,2019,Jul,7,30
20190731,7/31/2019,2019,Jul,7,31
20190801,8/1/2019,2019,Aug,8,1
20190802,8/2/2019,2019,Aug,8,2
20190803,8/3/2019,2019,Aug,8,3
20190804,8/4/2019,2019,Aug,8,4
20190805,8/5/2019,2019,Aug,8,5
20190806,8/6/2019,2019,Aug,8,6
20190807,8/7/2019,2019,Aug,8,7
20190808,8/8/2019,2019,Aug,8,8
20190809,8/9/2019,2019,Aug,8,9
20190810,8/10/2019,2019,Aug,8,10
20190811,8/11/2019,2019,Aug,8,11
20190812,8/12/2019,2019,Aug,8,12
20190813,8/13/2019,2019,Aug,8,13
20190814,8/14/2019,2019,Aug,8,14
20190815,8/15/2019,2019,Aug,8,15
20190816,8/16/2019,2019,Aug,8,16
20190817,8/17/2019,2019,Aug,8,17
20190818,8/18/2019,2019,Aug,8,18
20190819,8/19/2019,2019,Aug,8,19
20190820,8/20/2019,2019,Aug,8,20
20190821,8/21/2019,2019,Aug,8,21
20190822,8/22/2019,2019,Aug,8,22
20190823,8/23/2019,2019,Aug,8,23
20190824,8/24/2019,2019,Aug,8,24
20190825,8/25/2019,2019,Aug,8,25
20190826,8/26/2019,2019,Aug,8,26
20190827,8/27/2019,2019,Aug,8,27
20190828,8/28/2019,2019,Aug,8,28
20190829,8/29/2019,2019,Aug,8,29
20190830,8/30/2019,2019,Aug,8,30
20190831,8/31/2019,2019,Aug,8,31
20190901,9/1/2019,2019,Sep,9,1
20190902,9/2/2019,2019,Sep,9,2
20190903,9/3/2019,2019,Sep,9,3
20190904,9/4/2019,2019,Sep,9,4
20190905,9/5/2019,2019,Sep,9,5
20190906,9/6/2019,2019,Sep,9,6
20190907,9/7/2019,2019,Sep,9,7
20190908,9/8/2019,2019,Sep,9,8
20190909,9/9/2019,2019,Sep,9,9
20190910,9/10/2019,2019,Sep,9,10
20190911,9/11/2019,2019,Sep,9,11
20190912,9/12/2019,2019,Sep,9,12
20190913,9/13/2019,2019,Sep,9,13
20190914,9/14/2019,2019,Sep,9,14
20190915,9/15/2019,2019,Sep,9,15
20190916,9/16/2019,2019,Sep,9,16
20190917,9/17/2019,2019,Sep,9,17
20190918,9/18/2019,2019,Sep,9,18
20190919,9/19/2019,2019,Sep,9,19
20190920,9/20/2019,2019,Sep,9,20
20190921,9/21/2019,2019,Sep,9,21
20190922,9/22/2019,2019,Sep,9,22
20190923,9/23/2019,2019,Sep,9,23
20190924,9/24/2019,2019,Sep,9,24
20190925,9/25/2019,2019,Sep,9,25
20190926,9/26/2019,2019,Sep,9,26
20190927,9/27/2019,2019,Sep,9,27
20190928,9/28/2019,2019,Sep,9,28
20190929,9/29/2019,2019,Sep,9,29
20190930,9/30/2019,2019,Sep,9,30
20191001,10/1/2019,2019,Oct,10,1
